impulse index,flip angle,pose number,hole number,read stepper y offset,read colibri z offset,start time ms,valve close time ms,capture end time ms,arduino valve open duration ms,target regulator pressure,average actual regulator pressure,average pressure before valve,average force reading,average force 1,average force 2,maximum flow,volume l,nozzle 1 used,nozzle 2 used,nozzle 3 used,nozzle 4 used,valve open sample count,pressure sample count,flow sample count,force baseline n,force baseline standard deviation n,peak force n,time to peak ms,force rise 10-90 ms,force fall 90-10 ms,force fwhm ms,force impulse ns,force plateau mean n,force plateau standard deviation n,actual minus target pressure bar,peak force per actual pressure n per bar,force 1 share percent,force 2 share percent
88,-1,6,3,80.890,-1,2098120.000,2098222.000,2098720.020,100.020,3.200,3.210,1.597,0.7090,0.3126,0.3964,191.100,0.553913,1,1,1,1,20,18,101,-0.001328,0.000328,1.033285,59.308,9.328,87.764,99.081,0.092848,0.905678,0.075141,0.016000,0.321295,37.679,62.321
89,-1,6,3,80.890,-1,2100120.000,2100221.000,2100720.012,100.012,3.200,3.213,1.611,0.6970,0.3081,0.3889,191.350,0.554134,1,1,1,1,20,18,101,-0.001320,0.000334,1.034607,58.782,9.415,87.996,98.849,0.092888,0.899452,0.078966,0.019048,0.321401,37.978,62.022
90,-1,6,3,80.890,-1,2102120.000,2102221.000,2102719.992,99.992,3.200,3.213,1.591,0.7077,0.3111,0.3966,190.860,0.553789,1,1,1,1,20,18,101,-0.001460,0.000503,1.034615,59.785,9.251,87.882,98.837,0.092996,0.907913,0.079358,0.019524,0.321357,37.727,62.273
91,-1,6,3,80.890,-1,2109120.000,2109221.000,2109720.000,100.000,3.300,3.323,1.669,0.7467,0.3185,0.4281,191.100,0.558141,1,1,1,1,20,18,101,-0.001458,0.000574,1.069513,62.387,8.934,87.625,98.661,0.096439,0.954276,0.073604,0.029500,0.321223,36.509,63.491
92,-1,6,3,80.890,-1,2111120.000,2111221.000,2111719.988,99.988,3.300,3.322,1.648,0.7113,0.3057,0.4056,191.100,0.558631,1,1,1,1,20,18,101,-0.001491,0.000323,1.067612,60.723,9.564,87.752,99.012,0.096712,0.944043,0.080975,0.028000,0.320797,36.610,63.390
93,-1,6,3,80.890,-1,2113120.000,2113221.000,2113719.988,99.988,3.300,3.321,1.658,0.7157,0.3073,0.4083,191.100,0.557817,1,1,1,1,20,18,101,-0.001446,0.000384,1.059490,62.218,8.913,87.711,98.956,0.096268,0.943201,0.072954,0.026000,0.318548,36.593,63.407
94,-1,6,3,80.890,-1,2115120.000,2115221.000,2115719.992,99.992,3.300,3.326,1.663,0.7178,0.3097,0.4081,190.860,0.558891,1,1,1,1,20,18,101,-0.001634,0.000519,1.064561,60.529,9.559,87.550,99.092,0.096681,0.942571,0.076442,0.031000,0.319592,36.559,63.441
95,-1,6,3,80.890,-1,2117121.000,2117222.000,2117720.992,99.992,3.300,3.324,1.656,0.7413,0.3175,0.4239,191.100,0.558740,1,1,1,1,20,18,101,-0.001498,0.000374,1.065513,59.262,9.077,87.424,98.777,0.096284,0.943005,0.077307,0.028000,0.320166,36.487,63.513
96,-1,6,3,80.890,-1,2124120.000,2124222.000,2124719.984,99.984,3.400,3.401,1.676,0.7312,0.3079,0.4233,191.100,0.562133,1,1,1,1,20,18,101,-0.001653,0.000371,1.097941,61.986,9.430,87.295,99.036,0.100121,0.977719,0.070873,0.007500,0.322213,35.568,64.432
97,-1,6,3,80.890,-1,2126120.000,2126222.000,2126720.008,100.008,3.400,3.407,1.697,0.7514,0.3157,0.4356,191.100,0.563913,1,1,1,1,20,18,101,-0.001577,0.000360,1.100792,60.193,8.977,87.642,98.664,0.099076,0.972911,0.080220,0.012500,0.322576,35.639,64.361
98,-1,6,3,80.890,-1,2128120.000,2128222.000,2128720.008,100.008,3.400,3.403,1.680,0.7321,0.3071,0.4251,191.100,0.563628,1,1,1,1,20,18,101,-0.001506,0.000255,1.105096,62.509,9.479,87.398,98.936,0.100009,0.981910,0.076516,0.007500,0.324313,35.282,64.718
99,-1,6,3,80.890,-1,2130120.000,2130222.000,2130720.004,100.004,3.400,3.402,1.692,0.7376,0.3079,0.4297,190.860,0.561285,1,1,1,1,20,18,101,-0.001574,0.000323,1.096543,60.401,8.987,87.705,98.956,0.099502,0.973520,0.077261,0.008500,0.321708,35.194,64.806
100,-1,6,3,80.890,-1,2132120.000,2132221.000,2132719.988,99.988,3.400,3.406,1.689,0.7517,0.3148,0.4369,190.860,0.560512,1,1,1,1,20,18,101,-0.001506,0.000401,1.093633,62.117,9.182,87.598,98.971,0.099768,0.979184,0.075650,0.012000,0.320525,35.511,64.489
101,-1,6,3,80.890,-1,2139120.000,2139222.000,2139719.992,99.992,3.500,3.524,1.749,0.7617,0.3035,0.4582,190.860,0.567738,1,1,1,1,20,18,101,-0.001736,0.000641,1.160630,61.313,9.243,87.579,98.545,0.103623,1.027330,0.084764,0.031500,0.328651,33.217,66.783
102,-1,6,3,80.890,-1,2141120.000,2141221.000,2141719.992,99.992,3.500,3.518,1.746,0.7477,0.3019,0.4458,191.100,0.567285,1,1,1,1,20,18,101,-0.001613,0.000367,1.152513,57.028,9.881,87.590,98.981,0.104189,1.008413,0.085794,0.025455,0.326912,33.607,66.393
103,-1,6,3,80.890,-1,2143120.000,2143221.000,2143719.996,99.996,3.500,3.520,1.764,0.7527,0.3009,0.4518,191.100,0.567814,1,1,1,1,20,18,101,-0.001625,0.000307,1.136675,61.595,9.160,87.380,98.871,0.103690,1.018009,0.076378,0.025500,0.322415,33.496,66.504
104,-1,6,3,80.890,-1,2145120.000,2145221.000,2145719.996,99.996,3.500,3.516,1.771,0.7583,0.3045,0.4538,191.100,0.568148,1,1,1,1,20,18,101,-0.001633,0.000268,1.144391,60.047,9.790,87.229,99.033,0.104027,1.021543,0.078224,0.022381,0.324891,33.352,66.648
105,-1,6,3,80.890,-1,2147120.000,2147221.000,2147719.992,99.992,3.500,3.516,1.747,0.7361,0.2955,0.4406,191.100,0.568038,1,1,1,1,20,18,101,-0.001662,0.000287,1.133857,56.905,8.897,87.388,98.967,0.103899,1.007250,0.074031,0.022381,0.321901,33.509,66.491
106,-1,6,3,80.890,-1,2154120.000,2154221.000,2154719.988,99.988,3.600,3.620,1.811,0.7758,0.3005,0.4753,191.100,0.571888,1,1,1,1,20,18,101,-0.001688,0.000693,1.181783,61.198,9.472,87.295,99.104,0.108620,1.063089,0.077721,0.028500,0.325695,32.129,67.871
107,-1,6,3,80.890,-1,2156120.000,2156222.000,2156720.000,100.000,3.600,3.624,1.811,0.7818,0.3000,0.4818,191.350,0.573102,1,1,1,1,20,18,101,-0.001897,0.000410,1.201875,63.695,9.471,87.571,98.649,0.107677,1.063251,0.083134,0.031000,0.331004,31.520,68.480
108,-1,6,3,80.890,-1,2158120.000,2158222.000,2158720.012,100.012,3.600,3.621,1.802,0.7807,0.3014,0.4793,191.100,0.571704,1,1,1,1,20,18,101,-0.001834,0.000446,1.186343,60.986,9.831,87.349,99.030,0.107983,1.058820,0.079296,0.026500,0.327132,31.822,68.178
109,-1,6,3,80.890,-1,2160120.000,2160222.000,2160720.012,100.012,3.600,3.616,1.811,0.7845,0.3018,0.4826,191.100,0.571724,1,1,1,1,20,18,101,-0.001642,0.000350,1.196042,63.201,9.267,87.050,98.681,0.107363,1.062181,0.083677,0.023500,0.330079,31.645,68.355
110,-1,6,3,80.890,-1,2162120.000,2162222.000,2162720.020,100.020,3.600,3.624,1.803,0.7567,0.2916,0.4652,191.100,0.572844,1,1,1,1,20,18,101,-0.001760,0.000401,1.190034,61.620,9.767,87.288,99.090,0.108367,1.062748,0.073740,0.030500,0.327788,31.600,68.400
111,-1,6,3,80.890,-1,2169120.000,2169222.000,2169720.012,100.012,3.700,3.743,1.877,0.8074,0.2962,0.5112,190.860,0.575910,1,1,1,1,20,18,101,-0.001837,0.000286,1.242393,60.886,9.309,87.218,98.758,0.112580,1.111826,0.081190,0.051000,0.331216,30.123,69.877
112,-1,6,3,80.890,-1,2171120.000,2171222.000,2171719.996,99.996,3.700,3.729,1.887,0.7892,0.2912,0.4980,191.100,0.576950,1,1,1,1,20,18,101,-0.001522,0.000330,1.232496,62.898,9.695,87.097,98.934,0.111744,1.107100,0.077513,0.036500,0.329853,29.924,70.076
113,-1,6,3,80.890,-1,2173120.000,2173221.000,2173719.996,99.996,3.700,3.724,1.872,0.7913,0.2918,0.4994,190.860,0.575858,1,1,1,1,20,18,101,-0.001818,0.000319,1.234632,59.486,9.406,87.168,98.839,0.112107,1.100052,0.081872,0.031500,0.330867,30.086,69.914
114,-1,6,3,80.890,-1,2175120.000,2175221.000,2175719.976,99.976,3.700,3.725,1.883,0.7814,0.2871,0.4943,190.860,0.574596,1,1,1,1,20,18,101,-0.001842,0.000315,1.240258,63.030,9.794,87.022,98.776,0.112283,1.107457,0.082373,0.031500,0.332375,29.785,70.215
115,-1,6,3,80.890,-1,2177120.000,2177221.000,2177719.992,99.992,3.700,3.731,1.858,0.7809,0.2870,0.4939,191.100,0.576978,1,1,1,1,20,18,101,-0.001731,0.000529,1.247327,61.447,9.552,87.054,98.744,0.112291,1.107930,0.081757,0.037500,0.333733,29.593,70.407
116,-1,6,3,80.890,-1,2184120.000,2184221.000,2184720.004,100.004,3.800,3.848,1.928,0.7947,0.2826,0.5121,191.100,0.581521,1,1,1,1,20,18,101,-0.001900,0.000424,1.296054,61.197,9.753,86.865,98.774,0.117374,1.153287,0.083425,0.055500,0.336157,28.671,71.329
117,-1,6,3,80.890,-1,2186120.000,2186221.000,2186719.996,99.996,3.800,3.834,1.939,0.7957,0.2851,0.5106,191.100,0.581317,1,1,1,1,20,18,101,-0.001891,0.000387,1.297903,62.513,9.769,86.720,98.778,0.116664,1.149609,0.086090,0.042500,0.337776,28.907,71.093
118,-1,6,3,80.890,-1,2188120.000,2188222.000,2188720.004,100.004,3.800,3.835,1.939,0.8163,0.2886,0.5277,191.100,0.581257,1,1,1,1,20,18,101,-0.001836,0.000401,1.285124,61.163,9.786,86.759,98.790,0.116679,1.147722,0.079903,0.043333,0.334378,28.714,71.286
119,-1,6,3,80.890,-1,2190120.000,2190222.000,2190720.004,100.004,3.800,3.828,1.933,0.8136,0.2876,0.5259,190.860,0.580389,1,1,1,1,20,18,101,-0.001855,0.000280,1.272399,62.749,9.478,86.870,98.911,0.116088,1.147947,0.076201,0.037500,0.331570,28.488,71.512
120,-1,6,3,80.890,-1,2192120.000,2192222.000,2192720.008,100.008,3.800,3.836,1.933,0.8400,0.2971,0.5429,190.620,0.579054,1,1,1,1,20,18,101,-0.001763,0.000290,1.298010,61.455,9.935,86.867,98.578,0.116281,1.154837,0.084302,0.043000,0.337760,28.723,71.277
121,-1,6,3,80.890,-1,2199120.000,2199222.000,2199719.992,99.992,3.900,3.927,1.999,0.8134,0.2792,0.5342,190.860,0.582396,1,1,1,1,20,18,101,-0.002044,0.000344,1.327012,63.970,9.818,86.469,98.914,0.121351,1.202819,0.076965,0.035500,0.337190,27.828,72.172
122,-1,6,3,80.890,-1,2201120.000,2201222.000,2201720.000,100.000,3.900,3.913,1.979,0.8414,0.2900,0.5514,190.860,0.584368,1,1,1,1,20,18,101,-0.001968,0.000367,1.316706,62.063,9.438,86.411,98.721,0.119791,1.186148,0.078236,0.022500,0.335680,28.012,71.988
123,-1,6,3,80.890,-1,2203120.000,2203222.000,2203719.996,99.996,3.900,3.916,1.954,0.8212,0.2831,0.5381,190.860,0.583219,1,1,1,1,20,18,101,-0.002001,0.000312,1.317407,64.573,9.655,86.810,98.874,0.120132,1.192529,0.076023,0.024000,0.335731,27.836,72.164
124,-1,6,3,80.890,-1,2205120.000,2205221.000,2205720.012,100.012,3.900,3.913,1.974,0.8295,0.2878,0.5417,190.860,0.583760,1,1,1,1,20,18,101,-0.002041,0.000351,1.321459,59.412,9.597,86.753,98.725,0.119598,1.178586,0.082816,0.024286,0.336739,27.934,72.066
125,-1,6,3,80.890,-1,2207120.000,2207221.000,2207719.996,99.996,3.900,3.907,1.986,0.8645,0.2994,0.5652,190.860,0.582947,1,1,1,1,20,18,101,-0.001749,0.000577,1.331860,64.167,9.782,86.793,98.766,0.119729,1.192020,0.086917,0.017000,0.340021,27.979,72.021
126,-1,6,3,80.890,-1,2214120.000,2214221.000,2214720.000,100.000,4.000,4.032,2.026,0.8608,0.2889,0.5719,190.860,0.586735,1,1,1,1,20,18,101,-0.001912,0.000474,1.377398,64.036,9.618,86.222,98.655,0.124733,1.243544,0.086688,0.041000,0.340856,27.632,72.368
127,-1,6,3,80.890,-1,2216120.000,2216221.000,2216719.992,99.992,4.000,4.016,2.049,0.8997,0.3014,0.5983,190.860,0.587345,1,1,1,1,20,18,101,-0.002009,0.000401,1.382325,62.670,10.078,85.863,98.496,0.123926,1.237021,0.087456,0.025000,0.343435,27.511,72.489
128,-1,6,3,80.890,-1,2218120.000,2218221.000,2218719.980,99.980,4.000,4.014,2.023,0.8788,0.2940,0.5848,190.860,0.586918,1,1,1,1,20,18,101,-0.001947,0.000533,1.368908,63.583,9.651,86.268,98.567,0.124058,1.234895,0.084984,0.023500,0.340228,27.642,72.358
129,-1,6,3,80.890,-1,2220120.000,2220222.000,2220720.008,100.008,4.000,4.012,2.032,0.8554,0.2887,0.5667,190.860,0.587699,1,1,1,1,20,18,101,-0.001807,0.000535,1.363517,59.213,9.883,86.291,98.802,0.124320,1.224290,0.081570,0.024545,0.338800,27.406,72.594
130,-1,6,3,80.890,-1,2222120.000,2222222.000,2222720.008,100.008,4.000,4.023,2.029,0.8713,0.2937,0.5776,191.100,0.587573,1,1,1,1,20,18,101,-0.001869,0.000398,1.352042,64.135,9.345,86.208,98.780,0.123672,1.229004,0.079688,0.031500,0.335369,27.652,72.348
