impulse index,flip angle,pose number,hole number,read stepper y offset,read colibri z offset,start time ms,valve close time ms,capture end time ms,arduino valve open duration ms,target regulator pressure,average actual regulator pressure,average pressure before valve,average force reading,average force 1,average force 2,maximum flow,volume l,nozzle 1 used,nozzle 2 used,nozzle 3 used,nozzle 4 used,valve open sample count,pressure sample count,flow sample count,force baseline n,force baseline standard deviation n,peak force n,time to peak ms,force rise 10-90 ms,force fall 90-10 ms,force fwhm ms,force impulse ns,force plateau mean n,force plateau standard deviation n,actual minus target pressure bar,peak force per actual pressure n per bar,force 1 share percent,force 2 share percent
88,-1,6,2,70.900,-1,2772595.000,2772697.000,2773195.000,100.000,3.200,3.218,1.603,0.5971,0.3236,0.2735,191.100,0.552480,1,1,1,1,20,18,101,0.002149,0.000310,0.740294,55.397,8.931,87.285,99.285,0.069046,0.664863,0.039202,0.022000,0.229762,53.135,46.865
89,-1,6,2,70.900,-1,2774595.000,2774696.000,2775194.992,99.992,3.200,3.214,1.600,0.5991,0.3251,0.2740,190.620,0.552430,1,1,1,1,20,18,101,0.002312,0.000492,0.746461,54.687,9.611,87.347,99.535,0.069640,0.667121,0.041120,0.019500,0.231856,53.096,46.904
90,-1,6,2,70.900,-1,2776595.000,2776696.000,2777195.008,100.008,3.200,3.216,1.629,0.5959,0.3230,0.2728,191.100,0.552834,1,1,1,1,20,18,101,0.002313,0.000416,0.745629,52.989,9.096,87.253,99.244,0.069189,0.665961,0.038315,0.022857,0.231356,53.094,46.906
91,-1,6,2,70.900,-1,2783595.000,2783696.000,2784194.988,99.988,3.300,3.329,1.670,0.6185,0.3334,0.2852,191.100,0.556443,1,1,1,1,20,18,101,0.002120,0.000440,0.776248,55.318,9.956,87.524,99.477,0.072417,0.693746,0.041278,0.035000,0.232758,52.649,47.351
92,-1,6,2,70.900,-1,2785595.000,2785696.000,2786194.988,99.988,3.300,3.327,1.654,0.6179,0.3327,0.2852,191.100,0.558141,1,1,1,1,20,18,101,0.002102,0.000314,0.768781,57.675,9.017,87.061,99.391,0.071909,0.694418,0.040285,0.032000,0.230727,52.589,47.411
93,-1,6,2,70.900,-1,2787595.000,2787696.000,2788194.980,99.980,3.300,3.326,1.657,0.6163,0.3326,0.2837,191.100,0.558121,1,1,1,1,20,18,101,0.002088,0.000622,0.779776,56.110,9.967,87.284,99.525,0.072473,0.694838,0.042347,0.030500,0.234132,52.681,47.319
94,-1,6,2,70.900,-1,2789595.000,2789696.000,2790194.996,99.996,3.300,3.324,1.652,0.6212,0.3343,0.2869,190.860,0.557702,1,1,1,1,20,18,101,0.002251,0.000572,0.780052,57.715,8.894,87.377,99.143,0.072065,0.696527,0.042351,0.030000,0.234250,52.474,47.526
95,-1,6,2,70.900,-1,2791595.000,2791697.000,2792195.004,100.004,3.300,3.323,1.648,0.6166,0.3332,0.2834,191.100,0.558223,1,1,1,1,20,18,101,0.002311,0.000389,0.772624,55.820,9.940,87.262,99.784,0.072112,0.689627,0.042381,0.028000,0.232159,52.599,47.401
96,-1,6,2,70.900,-1,2798595.000,2798697.000,2799194.996,99.996,3.400,3.406,1.669,0.6427,0.3443,0.2984,191.100,0.563912,1,1,1,1,20,18,101,0.002007,0.000423,0.807651,55.973,9.250,87.075,99.299,0.074738,0.723007,0.043765,0.013500,0.236605,52.180,47.820
97,-1,6,2,70.900,-1,2800595.000,2800697.000,2801195.012,100.012,3.400,3.409,1.706,0.6386,0.3426,0.2960,191.100,0.562173,1,1,1,1,20,18,101,0.002304,0.000334,0.801110,57.381,9.689,87.285,99.417,0.074622,0.719653,0.042533,0.014500,0.234620,52.241,47.759
98,-1,6,2,70.900,-1,2802595.000,2802697.000,2803195.008,100.008,3.400,3.404,1.721,0.6359,0.3411,0.2948,191.100,0.563273,1,1,1,1,20,18,101,0.002064,0.000284,0.803682,56.179,9.405,87.404,99.232,0.074309,0.715436,0.042502,0.009000,0.235753,52.247,47.753
99,-1,6,2,70.900,-1,2804595.000,2804697.000,2805194.996,99.996,3.400,3.406,1.698,0.6347,0.3406,0.2941,191.100,0.563098,1,1,1,1,20,18,101,0.002253,0.000315,0.801718,55.948,9.496,87.537,99.426,0.074440,0.714633,0.045602,0.013000,0.234901,52.178,47.822
100,-1,6,2,70.900,-1,2806595.000,2806696.000,2807194.996,99.996,3.400,3.413,1.720,0.6422,0.3448,0.2974,190.860,0.562344,1,1,1,1,20,18,101,0.002128,0.000330,0.803852,56.327,9.408,87.302,99.290,0.074507,0.717185,0.041248,0.018500,0.235148,52.183,47.817
101,-1,6,2,70.900,-1,2813595.000,2813697.000,2814194.996,99.996,3.500,3.522,1.760,0.6685,0.3561,0.3124,191.100,0.567428,1,1,1,1,20,18,101,0.002192,0.000545,0.845383,58.831,9.260,87.374,99.166,0.077770,0.753424,0.049616,0.028500,0.239587,51.575,48.425
102,-1,6,2,70.900,-1,2815595.000,2815696.000,2816195.000,100.000,3.500,3.523,1.755,0.6648,0.3548,0.3100,191.100,0.566279,1,1,1,1,20,18,101,0.002105,0.000386,0.837550,56.185,9.650,87.135,99.324,0.077694,0.748154,0.046775,0.029500,0.237300,51.840,48.160
103,-1,6,2,70.900,-1,2817595.000,2817696.000,2818194.988,99.988,3.500,3.525,1.767,0.6656,0.3543,0.3113,190.860,0.566663,1,1,1,1,20,18,101,0.002145,0.000468,0.838208,54.840,9.158,87.280,99.155,0.077491,0.746861,0.047713,0.030476,0.237421,51.695,48.305
104,-1,6,2,70.900,-1,2819595.000,2819696.000,2820194.996,99.996,3.500,3.517,1.758,0.6607,0.3521,0.3086,191.100,0.568393,1,1,1,1,20,18,101,0.002261,0.000412,0.826369,56.935,9.480,86.934,99.541,0.077818,0.749419,0.044124,0.024500,0.234464,51.721,48.279
105,-1,6,2,70.900,-1,2821595.000,2821696.000,2822194.996,99.996,3.500,3.519,1.759,0.6644,0.3539,0.3106,191.100,0.566491,1,1,1,1,20,18,101,0.002245,0.000607,0.839828,56.073,9.344,87.257,99.114,0.077519,0.748811,0.043361,0.024286,0.238297,51.722,48.278
106,-1,6,2,70.900,-1,2828595.000,2828696.000,2829195.000,100.000,3.600,3.626,1.828,0.6873,0.3642,0.3231,191.100,0.572287,1,1,1,1,20,18,101,0.002279,0.000377,0.871161,58.263,9.843,87.024,99.401,0.080733,0.782722,0.049181,0.033500,0.239758,51.147,48.853
107,-1,6,2,70.900,-1,2830595.000,2830697.000,2831194.984,99.984,3.600,3.624,1.812,0.6883,0.3639,0.3245,191.100,0.570623,1,1,1,1,20,18,101,0.002202,0.000508,0.868819,52.487,9.144,87.025,99.268,0.080432,0.780432,0.043561,0.031429,0.239250,51.424,48.576
108,-1,6,2,70.900,-1,2832595.000,2832697.000,2833195.004,100.004,3.600,3.624,1.809,0.6897,0.3653,0.3244,191.100,0.572417,1,1,1,1,20,18,101,0.002056,0.000373,0.871896,58.226,9.835,86.985,99.395,0.080831,0.781830,0.045678,0.030000,0.240192,51.126,48.874
109,-1,6,2,70.900,-1,2834595.000,2834697.000,2835194.996,99.996,3.600,3.621,1.821,0.6847,0.3623,0.3223,191.100,0.571167,1,1,1,1,20,18,101,0.002385,0.000436,0.876412,56.865,9.460,87.176,99.129,0.080016,0.775308,0.050090,0.028500,0.241536,51.269,48.731
110,-1,6,2,70.900,-1,2836595.000,2836697.000,2837195.012,100.012,3.600,3.624,1.809,0.6767,0.3582,0.3185,191.100,0.571534,1,1,1,1,20,18,101,0.002410,0.000488,0.868497,58.555,9.790,86.994,99.513,0.080840,0.779459,0.048798,0.031000,0.239189,51.100,48.900
111,-1,6,2,70.900,-1,2843595.000,2843697.000,2844195.004,100.004,3.700,3.736,1.886,0.7100,0.3735,0.3365,190.620,0.573016,1,1,1,1,20,18,101,0.002172,0.000378,0.906840,57.819,9.638,86.737,99.237,0.084238,0.814964,0.045623,0.043500,0.242244,50.735,49.265
112,-1,6,2,70.900,-1,2845595.000,2845697.000,2846195.004,100.004,3.700,3.734,1.873,0.7156,0.3756,0.3399,190.860,0.574950,1,1,1,1,20,18,101,0.002096,0.000403,0.896949,56.437,9.279,87.092,99.195,0.083752,0.808062,0.048985,0.042000,0.239698,50.685,49.315
113,-1,6,2,70.900,-1,2847595.000,2847696.000,2848195.000,100.000,3.700,3.738,1.876,0.7097,0.3727,0.3371,191.100,0.576268,1,1,1,1,20,18,101,0.002189,0.000582,0.908081,58.306,9.750,87.168,99.238,0.083879,0.812145,0.045135,0.044000,0.242543,50.588,49.412
114,-1,6,2,70.900,-1,2849595.000,2849696.000,2850194.992,99.992,3.700,3.734,1.881,0.7136,0.3744,0.3392,190.860,0.575767,1,1,1,1,20,18,101,0.002239,0.000377,0.908928,56.954,9.694,87.187,99.142,0.083735,0.810048,0.049116,0.040500,0.242996,50.617,49.383
115,-1,6,2,70.900,-1,2851595.000,2851696.000,2852194.996,99.996,3.700,3.724,1.861,0.7146,0.3751,0.3395,191.100,0.577233,1,1,1,1,20,18,101,0.002136,0.000383,0.905521,57.732,9.744,86.359,99.262,0.083887,0.813194,0.045117,0.033000,0.242572,50.552,49.448
116,-1,6,2,70.900,-1,2858595.000,2858696.000,2859195.004,100.004,3.800,3.846,1.922,0.7329,0.3810,0.3520,191.100,0.581044,1,1,1,1,20,18,101,0.002033,0.000371,0.946293,56.129,9.291,87.175,99.133,0.087418,0.848034,0.051511,0.054500,0.245503,50.121,49.879
117,-1,6,2,70.900,-1,2860595.000,2860696.000,2861194.980,99.980,3.800,3.841,1.927,0.7293,0.3804,0.3489,190.860,0.580430,1,1,1,1,20,18,101,0.002332,0.000505,0.940969,56.765,10.103,87.049,99.262,0.087276,0.841884,0.049432,0.050000,0.244407,50.203,49.797
118,-1,6,2,70.900,-1,2862595.000,2862697.000,2863194.992,99.992,3.800,3.844,1.928,0.7382,0.3845,0.3537,191.100,0.580351,1,1,1,1,20,18,101,0.002218,0.000447,0.946892,56.318,9.362,86.954,98.906,0.086835,0.841817,0.055834,0.050500,0.245914,50.112,49.888
119,-1,6,2,70.900,-1,2864595.000,2864697.000,2865194.996,99.996,3.800,3.842,1.926,0.7171,0.3733,0.3438,190.860,0.581577,1,1,1,1,20,18,101,0.002106,0.000297,0.941531,56.468,10.002,86.933,99.173,0.087044,0.841015,0.050765,0.049500,0.244585,50.115,49.885
120,-1,6,2,70.900,-1,2866595.000,2866697.000,2867195.000,100.000,3.800,3.838,1.946,0.7262,0.3777,0.3485,191.100,0.580461,1,1,1,1,20,18,101,0.002196,0.000348,0.939924,57.396,9.373,86.855,99.181,0.086929,0.842099,0.050074,0.047000,0.244326,50.054,49.946
121,-1,6,2,70.900,-1,2873595.000,2873697.000,2874195.008,100.008,3.900,3.928,1.964,0.7387,0.3824,0.3563,191.100,0.584865,1,1,1,1,20,18,101,0.002305,0.000393,0.973459,57.870,9.806,87.048,99.206,0.089784,0.871341,0.049397,0.037000,0.247259,49.605,50.395
122,-1,6,2,70.900,-1,2875595.000,2875697.000,2876195.004,100.004,3.900,3.921,1.969,0.7395,0.3831,0.3564,190.860,0.583058,1,1,1,1,20,18,101,0.002167,0.000455,0.958171,59.355,9.622,86.766,99.183,0.089340,0.868231,0.047822,0.029000,0.243871,49.433,50.567
123,-1,6,2,70.900,-1,2877595.000,2877697.000,2878195.008,100.008,3.900,3.922,1.976,0.7377,0.3825,0.3553,190.860,0.581514,1,1,1,1,20,18,101,0.002309,0.000370,0.967786,57.203,9.758,87.204,99.166,0.089625,0.868608,0.052584,0.030000,0.246256,49.778,50.222
124,-1,6,2,70.900,-1,2879595.000,2879696.000,2880195.000,100.000,3.900,3.914,1.974,0.7405,0.3831,0.3573,190.860,0.582103,1,1,1,1,20,18,101,0.002182,0.000541,0.969062,58.607,9.601,86.752,99.169,0.089796,0.870969,0.052062,0.023500,0.246989,49.545,50.455
125,-1,6,2,70.900,-1,2881595.000,2881696.000,2882194.996,99.996,3.900,3.920,1.971,0.7555,0.3912,0.3644,190.860,0.582508,1,1,1,1,20,18,101,0.002285,0.000428,0.975246,56.835,9.908,86.882,99.031,0.089529,0.868352,0.050618,0.029000,0.248217,49.590,50.410
126,-1,6,2,70.900,-1,2888595.000,2888696.000,2889195.000,100.000,4.000,4.036,2.034,0.7618,0.3911,0.3707,190.860,0.586551,1,1,1,1,20,18,101,0.002199,0.000495,1.010552,56.856,10.118,86.660,99.076,0.093138,0.903651,0.051109,0.045000,0.249827,49.009,50.991
127,-1,6,2,70.900,-1,2890595.000,2890696.000,2891194.988,99.988,4.000,4.018,2.031,0.7747,0.3981,0.3766,190.860,0.586979,1,1,1,1,20,18,101,0.002362,0.000503,1.007768,58.371,9.596,86.855,98.985,0.092202,0.900894,0.053962,0.028000,0.250191,48.950,51.050
128,-1,6,2,70.900,-1,2892595.000,2892696.000,2893194.988,99.988,4.000,4.022,2.041,0.7704,0.3956,0.3748,190.860,0.586653,1,1,1,1,20,18,101,0.002138,0.000370,1.013493,57.163,10.358,87.085,98.965,0.092441,0.896664,0.056048,0.031500,0.251394,48.954,51.046
129,-1,6,2,70.900,-1,2894595.000,2894697.000,2895195.000,100.000,4.000,4.017,2.029,0.7465,0.3845,0.3620,190.860,0.585505,1,1,1,1,20,18,101,0.002312,0.000450,1.005440,58.805,9.560,86.876,99.083,0.092541,0.898946,0.052452,0.026500,0.249706,48.965,51.035
130,-1,6,2,70.900,-1,2896595.000,2896697.000,2897195.000,100.000,4.000,4.019,2.047,0.7621,0.3912,0.3709,191.100,0.588254,1,1,1,1,20,18,101,0.002256,0.000322,1.009396,56.979,10.149,86.803,99.076,0.092558,0.899077,0.054180,0.028500,0.250564,48.973,51.027
